entity_name,name_variants,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,state_count,restaurant_phone,sample_address,apollo_company,apollo_email,apollo_linkedin,apollo_title,ny_match_count,ny_first_result_name,ny_entity_number,ny_status,ny_entity_type,ny_formation_date,ny_jurisdiction,ny_agent_name,ny_agent_type,ny_agent_is_individual,ny_agent_address,ny_principal_address,ny_mailing_address,ny_statement_due_date,ny_inactive_date,ny_agent_address_matches_principal,ny_likely_owner_name,ny_operator_pattern,ny_multi_entity_operator,ny_query_used,ny_query_attempts,ny_name_similarity,ny_score,ny_alternates,ny_fetched_at,ny_error,ny_county,ny_ceo_name,ny_ceo_address,ny_dos_process_name,ny_location_address
137 Nasary Food Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 919-3451,1128 Myrtle Ave,,,,,1,137 NASARY FOOD CORP.,2338324,Active,DOMESTIC BUSINESS CORPORATION,01/25/1999,New York,137 NASARY FOOD CORP.,,False,"12 THE INTERVALE, ROSLYN, NY, 11576","12 THE INTERVALE, ROSLYN, NY, 11576",,,,True,BARI NASARY,owner_operator,True,137 Nasary Food Corp.,137 Nasary Food Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,BARI NASARY,"BARI NASARY, BROOKLYN, NY, 11206",137 NASARY FOOD CORP.,"12 THE INTERVALE, ROSLYN, NY, 11576"
1422 Fulton Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 604-4792,1422 Fulton St,,,,,1,1422 FULTON CHICKEN LLC,5393633,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/15/2018,New York,NAFEES BUKHARI,Individual,True,"1205 Surf Ave, 2nd Floor, Brooklyn, NY, 11224","1205 Surf Ave, 2nd Floor, Brooklyn, NY, 11224",,,,True,NAFEES BUKHARI,owner_operator,True,1422 Fulton Chicken Llc,1422 Fulton Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,NAFEES BUKHARI,
1556 Premier Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(347) 425-1537,1560 Broadway,,,,,1,1556 PREMIER CHICKEN CORP.,5088363,Active,DOMESTIC BUSINESS CORPORATION,02/21/2017,New York,1556 PREMIER CHICKEN CORP.,,False,"12 THE INTERVALE, ROSLYN, NY, 11576","12 THE INTERVALE, ROSLYN, NY, 11576",,,,True,,service_agent,True,1556 Premier Chicken Corp.,1556 Premier Chicken Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,,,1556 PREMIER CHICKEN CORP.,
2102 Ralph Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(1347) 304-9319,2102 Ralph Ave,,,,,1,2102 RALPH CHICKEN LLC,6936626,Active,DOMESTIC LIMITED LIABILITY COMPANY,07/14/2023,New York,THE LIMITED LIABILITY COMPANY,,False,"2102 RALPH AVE, BROOKLYN, NY, 11234","2102 RALPH AVE, BROOKLYN, NY, 11234",,,,True,,service_agent,False,2102 Ralph Chicken Llc,2102 Ralph Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,THE LIMITED LIABILITY COMPANY,
275 Broadway Corp,,1,Popeyes,1,No,NY,NY,1,(347) 599-0469,275 Broadway,,,,,1,275 BROADWAY CORP.,5788318,Active,DOMESTIC BUSINESS CORPORATION,07/15/2020,New York,275 BROADWAY CORP.,,False,"26 PEN MOR DRIVE, EAST NORWICH, NY, 11732","26 PEN MOR DRIVE, EAST NORWICH, NY, 11732",,,,True,,service_agent,True,275 Broadway Corp,275 Broadway Corp,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,,,275 BROADWAY CORP.,
3342 Fulton Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(347) 588-4003,3342 Fulton St,,,,,1,3342 FULTON CHICKEN LLC,6292210,Active,DOMESTIC LIMITED LIABILITY COMPANY,09/30/2021,New York,THE LIMITED LIABILITY COMPANY,,False,"3342 FULTON ST, BROOKLYN, NY, 11208","3342 FULTON ST, BROOKLYN, NY, 11208",,,,True,,service_agent,False,3342 Fulton Chicken Llc,3342 Fulton Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,THE LIMITED LIABILITY COMPANY,
5100 Kings Llc,,1,Popeyes,1,No,NY,NY,1,(718) 377-3508,5100 Kings Plaza,,,,,1,5100 KINGS LLC,4973577,Active,DOMESTIC LIMITED LIABILITY COMPANY,07/06/2016,New York,5100 KINGS LLC,,False,"5100 KINGS PLAZA, BROOKLYN, NY, 11234","5100 KINGS PLAZA, BROOKLYN, NY, 11234",,,,True,,service_agent,False,5100 Kings Llc,5100 Kings Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,,,5100 KINGS LLC,
520 Clarkson Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 552-2921,520 Clarkson Ave,,,,,1,520 CLARKSON CHICKEN LLC,5393620,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/15/2018,New York,NAFEES BUKHARI,Individual,True,"1205 SURF AVE 2ND FLR, BROOKLYN, NY, 11224","1205 SURF AVE 2ND FLR, BROOKLYN, NY, 11224",,,,True,NAFEES BUKHARI,owner_operator,True,520 Clarkson Chicken Llc,520 Clarkson Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,NAFEES BUKHARI,
712 Brooklyn Broadway Corp.,,1,Popeyes,1,No,NY,NY,1,(929) 387-8513,712 Broadway,,,,,1,712 BROOKLYN BROADWAY CORP.,4865762,Active,DOMESTIC BUSINESS CORPORATION,12/17/2015,New York,712 BROOKLYN BROADWAY CORP.,,False,"712 BROADWAY, BROOKLYN, NY, 11206","712 BROADWAY, BROOKLYN, NY, 11206",,,,True,,service_agent,False,712 Brooklyn Broadway Corp.,712 Brooklyn Broadway Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,712 BROOKLYN BROADWAY CORP.,
736 Linden Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(347) 663-8668,736 Linden Blvd,,,,,1,736 LINDEN CHICKEN LLC,5393638,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/15/2018,New York,NAFEES BUKHARI,Individual,True,"1205 Surf Ave, 2nd floor, Brooklyn, NY, 11224","1205 Surf Ave, 2nd floor, Brooklyn, NY, 11224",,,,True,NAFEES BUKHARI,owner_operator,True,736 Linden Chicken Llc,736 Linden Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,NAFEES BUKHARI,
"760 New Lots Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(718) 649-0413,760 New Lots Avenue,,,,,1,760 NEW LOTS CHICKEN LLC,5318337,Active,DOMESTIC LIMITED LIABILITY COMPANY,04/06/2018,New York,ALI BUTT,Individual,True,"120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520","120 WINDSOR CENTER DRIVE, EAST WINDSOR, NJ, 08520",,,,True,ALI BUTT,owner_operator,True,"760 New Lots Chicken, Llc","760 New Lots Chicken, Llc",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,ALI BUTT,
8221 Flatlands Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(718) 513-4911,8221 Flatlands Ave,,,,,1,8221 FLATLANDS CHICKEN LLC,5393625,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/15/2018,New York,NAFEES BUKHARI,Individual,True,"1205 Surf Ave, 2nd Floor, Brooklyn, NY, 11224","1205 Surf Ave, 2nd Floor, Brooklyn, NY, 11224",,,,True,NAFEES BUKHARI,owner_operator,True,8221 Flatlands Chicken Llc,8221 Flatlands Chicken Llc | 8221 flatlands,1.000,200.00,"[{""name"": ""8221 FLATLANDS CORP"", ""num"": ""3861436"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,Kings,,,NAFEES BUKHARI,
850 Pennsylvania Ave Chicken Inc.,,1,Popeyes,1,No,NY,NY,1,(718) 485-0500,850 Pennsylvania Ave,,,,,1,850 PENNSYLVANIA AVE CHICKEN INC.,4087886,Active,DOMESTIC BUSINESS CORPORATION,04/29/2011,New York,850 PENNSYLVANIA AVE CHICKEN INC.,,False,"850 PENNSYLVANIA AVE, BROOKLYN, NY, 11207","850 PENNSYLVANIA AVE, BROOKLYN, NY, 11207",,,,True,,service_agent,False,850 Pennsylvania Ave Chicken Inc.,850 Pennsylvania Ave Chicken Inc.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,850 PENNSYLVANIA AVE CHICKEN INC.,
"Aaa Food Services, Llc",,1,Popeyes,1,No,NY,NY,1,(718) 975-2995,709 Brighton Beach Avenue,,,,,1,AAA FOOD SERVICES LLC,4349556,Active,DOMESTIC LIMITED LIABILITY COMPANY,01/23/2013,New York,ZEYAD FARR  & KHALED HAJAHMED,Individual,True,"709 BRIGHTON BEACH AVE, BROOKLYN, NY, 11235","709 BRIGHTON BEACH AVE, BROOKLYN, NY, 11235",,,,True,ZEYAD FARR  & KHALED HAJAHMED,owner_operator,False,"Aaa Food Services, Llc","Aaa Food Services, Llc | aaa food",1.000,200.00,"[{""name"": ""AAA FOOD CORP."", ""num"": ""7592985"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,Kings,,,ZEYAD FARR  & KHALED HAJAHMED,
Afb Food Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 566-7237,682 Rockaway Ave,,,,,1,AFB FOOD CORP.,4747686,Active,DOMESTIC BUSINESS CORPORATION,04/24/2015,New York,AFB FOOD CORP,,False,"682 ROCKWAY AVE., BROOKLYN, NY, 11212","682 ROCKWAY AVE., BROOKLYN, NY, 11212",,,,True,,service_agent,False,Afb Food Corp.,Afb Food Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,AFB FOOD CORP,
Best Chicken Enterprise Inc.,,1,Popeyes,1,No,NY,NY,1,(718) 566-0566,9216 Church Ave,,,,,1,BEST CHICKEN ENTERPRISE INC.,4165297,Active,DOMESTIC BUSINESS CORPORATION,11/14/2011,New York,BEST CHICKEN ENTERPRISE INC.,,False,"9216 CHURCH AVE., BROOKLYN, NY, 11236","9216 CHURCH AVE., BROOKLYN, NY, 11236",,,,True,,service_agent,False,Best Chicken Enterprise Inc.,Best Chicken Enterprise Inc. | best chicken,1.000,200.00,"[{""name"": ""BEST CHICKEN INCORPORATED"", ""num"": ""232073"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,Kings,,,BEST CHICKEN ENTERPRISE INC.,
Crispy Food Corp.,,1,Popeyes,1,No,NY,NY,1,(1718) 676-9535,1220 Surf Ave,,,,,1,CRISPY FOOD CORP,3989116,Active,DOMESTIC BUSINESS CORPORATION,08/26/2010,New York,NAFEES AHMED BUKHARI,,False,"683 CONEY ISLAND AVENUE, BROOKLYN, NY, 11218","683 CONEY ISLAND AVENUE, BROOKLYN, NY, 11218",,,,True,AHMADULLAH TOKHI,owner_operator,False,Crispy Food Corp.,Crispy Food Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,AHMADULLAH TOKHI,"AHMADULLAH TOKHI, MALVERNE, NY, 11365",NAFEES AHMED BUKHARI,
Global Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(347) 365-6751,243 Nostrand Avenue,,,,,1,GLOBAL CHICKEN CORP.,4955405,Active,DOMESTIC BUSINESS CORPORATION,05/31/2016,New York,GLOBAL CHICKEN CORP,,False,"3 PEN MOR DRIVE, EAST NORWICH, NY, 11732","3 PEN MOR DRIVE, EAST NORWICH, NY, 11732",,,,True,GLOBAL CHICKEN CORP,owner_operator,False,Global Chicken Corp,Global Chicken Corp,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,GLOBAL CHICKEN CORP,"GLOBAL CHICKEN CORP, BROOKLYN, NY, 11205",GLOBAL CHICKEN CORP,"3 PEN MOR DRIVE, EAST NORWICH, NY, 11732"
Lr 918 Food Corp Llc.,,1,Popeyes,1,No,NY,NY,1,(347) 916-0204,918 Manhattan Ave,,,,,1,LR 918 FOOD CORP,5928002,Active,DOMESTIC BUSINESS CORPORATION,01/27/2021,New York,PARGET SINGH,Individual,True,"252-25 Union TPKE, Bellerose, NY, 11426","252-25 Union TPKE, Bellerose, NY, 11426",,,,True,PARGET SINGH,owner_operator,True,Lr 918 Food Corp Llc.,Lr 918 Food Corp Llc.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,,,PARGET SINGH,
"Mermaid Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(718) 872-5772,3019 Mermaid Avenue,,,,,1,MERMAID CHICKEN LLC,5383650,Active,DOMESTIC LIMITED LIABILITY COMPANY,07/27/2018,New York,MERMAID CHICKEN LLC,,False,"3017 MERMAID AVE, BROOKLYN, NY, 11224","3017 MERMAID AVE, BROOKLYN, NY, 11224",,,,True,,service_agent,False,"Mermaid Chicken, Llc","Mermaid Chicken, Llc",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,MERMAID CHICKEN LLC,
"Nostrand Ave Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(347) 462-1545,3764 Nostrand Ave,,,,,1,"NOSTRAND AVE CHICKEN, LLC",5083567,Active,DOMESTIC LIMITED LIABILITY COMPANY,02/10/2017,New York,NAFEES BUKHARI,Individual,True,"1205 SURF AVE, 2ND FLOOR, BROOKLYN, NEW YORK, 11224","1205 SURF AVE, 2ND FLOOR, BROOKLYN, NY, 11224",,,,True,NAFEES BUKHARI,owner_operator,True,"Nostrand Ave Chicken, Llc","Nostrand Ave Chicken, Llc",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,NAFEES BUKHARI,
Oscars Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(347) 404-7042,1052 Flushing Avenue,,,,,1,OSCARS CHICKEN CORP.,4675370,Active,DOMESTIC BUSINESS CORPORATION,12/04/2014,New York,OSCARS CHICKEN CORP.,,False,"91 Crescent Beach Rd, Glen Cove, NY, 11542","91 Crescent Beach Rd, Glen Cove, NY, 11542",,,,True,VERONICA NASARY,owner_operator,False,Oscars Chicken Corp,Oscars Chicken Corp,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,VERONICA NASARY,"VERONICA NASARY, MATTITUCK, NY, 11952",OSCARS CHICKEN CORP.,
"Rockaway Parkway Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,+1 (347) 702-8092,2082 Rockaway Pkwy,,,,,1,"ROCKAWAY PARKWAY CHICKEN, LLC",5083569,Active,DOMESTIC LIMITED LIABILITY COMPANY,02/10/2017,New York,NAFEES BUKHARI,Individual,True,"1205 SURF AVE, 2ND FLOOR, BROOKLYN, NEW YORK, 11224","1205 SURF AVE, 2ND FLOOR, BROOKLYN, NY, 11224",,,,True,NAFEES BUKHARI,owner_operator,True,"Rockaway Parkway Chicken, Llc","Rockaway Parkway Chicken, Llc",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,NAFEES BUKHARI,
Sunshine Food Corp,,1,Popeyes,1,No,NY,NY,1,(718) 576-3092,552 3rd Ave,,,,,1,SUNSHINE FOOD CORP,5784467,Active,DOMESTIC BUSINESS CORPORATION,07/09/2020,New York,ASMATULLAH TOKHIE,Individual,True,"552 3RD AVE, BROOKLYN, NY, 11215","552 3RD AVE, BROOKLYN, NY, 11215",,,,True,ASMATULLAH TOKHIE,owner_operator,True,Sunshine Food Corp,Sunshine Food Corp,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,ASMATULLAH TOKHIE,
Value Chicken Inc.,,1,Popeyes,1,No,NY,NY,1,(718) 257-2065,1375 Rockaway Pkwy,,,,,1,VALUE CHICKEN INC.,4046155,Active,DOMESTIC BUSINESS CORPORATION,01/24/2011,New York,VALUE CHICKEN INC.,,False,"1375 ROCKAWAY PARKWAY, BROOKLYN, NY, 11236","1375 ROCKAWAY PARKWAY, BROOKYN, NY, 11236","1375 ROCKAWAY PARKWAY, BROOKLYN, NY, 11236",,,True,RAFIQ MAJEED,owner_operator,False,Value Chicken Inc.,Value Chicken Inc.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,RAFIQ MAJEED,"RAFIQ MAJEED, BROOKLYN, NY, 11236",VALUE CHICKEN INC.,"1375 ROCKAWAY PARKWAY, BROOKYN, NY, 11236"
Zezo Food Services Llc,,1,Popeyes,1,No,NY,NY,1,(718) 381-9681,1465 Myrtle Ave,,,,,1,ZEZO FOOD SERVICES LLC,4010021,Active,DOMESTIC LIMITED LIABILITY COMPANY,10/21/2010,New York,ZEYAD FARR & KHALED HAJAHMED,Individual,True,"1465 MYRTLE AVE, BROOKLYN, NY, 11237","1465 MYRTLE AVE, BROOKLYN, NY, 11237",,,,True,ZEYAD FARR & KHALED HAJAHMED,owner_operator,False,Zezo Food Services Llc,Zezo Food Services Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Kings,,,ZEYAD FARR & KHALED HAJAHMED,
Central Islip Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(631) 439-0966,60 N Research Pl,,,,,1,"CENTRAL ISLIP CHICKEN, LLC",5699598,Active,DOMESTIC LIMITED LIABILITY COMPANY,01/31/2020,New York,ASHISH PARIKH,Individual,True,"301 Route 17 North, Rutherford, NJ, 07070","301 Route 17 North, Rutherford, NJ, 07070",,,,True,ASHISH PARIKH,owner_operator,True,Central Islip Chicken Llc,Central Islip Chicken Llc | central islip,1.000,200.00,"[{""name"": ""CENTRAL ISLIP, LLC"", ""num"": ""5152665"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,Suffolk,,,ASHISH PARIKH,
"Woodburry Chicken, Llc",,1,Popeyes,1,No,NY,NY,1,(845) 827-0105,20 - Centre Dr,,,,,0,,,,,,,,,,,,,,,,,,,"Woodburry Chicken, Llc","Woodburry Chicken, Llc",,,,2026-05-06T18:37:24.495258+00:00,,,,,,
3497 Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(716) 393-3409,3497 Union Road,,,,,1,3497 CHICKEN CORP.,5111756,Active,DOMESTIC BUSINESS CORPORATION,03/30/2017,New York,3497 CHICKEN CORP.,,False,"983 Willis Ave, Albertson, NY, 11507","983 Willis Ave, Albertson, NY, 11507",,,,True,,service_agent,True,3497 Chicken Corp,3497 Chicken Corp,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Erie,,,3497 CHICKEN CORP.,
57Th Ave Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 592-5700,9623 57th Ave,,,,,1,57TH AVE CHICKEN CORP,5653952,Active,DOMESTIC BUSINESS CORPORATION,11/12/2019,New York,ZEB ALI,Individual,True,"96-23 57TH AVE, CORONA, NEW YORK, 11368","96-23 57TH AVE, CORONA, NY, 11368",,,,True,ZEB ALI,owner_operator,True,57Th Ave Chicken Corp.,57Th Ave Chicken Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,ZEB ALI/MOHAMMAD CHOUDRY,
Roosevelt Ave Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(347) 813-4940,102-18 Roosevelt Ave,,,,,1,ROOSEVELT AVE CHICKEN CORP,5814877,Active,DOMESTIC BUSINESS CORPORATION,08/18/2020,New York,ZEB ALI,Individual,True,"102-18 ROOSEVELT AVE, CORONA, NEW YORK, 11368","102-18 ROOSEVELT AVE, CORONA, NY, 11368",,,,True,ZEB ALI,owner_operator,True,Roosevelt Ave Chicken Corp,Roosevelt Ave Chicken Corp,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,ZEB ALI/MOHAMMAD CHOUDRY,
Deer Park Chicken Corp,,1,Popeyes,1,No,NY,NY,1,(631) 940-7903,1670 Deer Park Ave,,,,,1,DEER PARK CHICKEN CORP.,4663621,Active,DOMESTIC BUSINESS CORPORATION,11/10/2014,New York,DEER PARK CHICKEN CORP.,,False,"218-14 JAMAICA AVENUE, 2ND FLOOR, QUEENS VILLAGE, NY, 11418","218-14 JAMAICA AVENUE, 2ND FLOOR, QUEENS VILLAGE, NY, 11418",,,,True,,service_agent,False,Deer Park Chicken Corp,Deer Park Chicken Corp | deer park,1.000,200.00,"[{""name"": ""DEER PARK LLC"", ""num"": ""2178411"", ""score"": 166.67}]",2026-05-06T18:37:24.495258+00:00,,Suffolk,,,DEER PARK CHICKEN CORP.,
4890 Chicken Corp,,1,Popeyes,1,No,NY,NY,1,716-309-2765,4890 Transit Rd,,,,,1,4890 CHICKEN CORP.,7088918,Active,DOMESTIC BUSINESS CORPORATION,09/25/2023,New York,4890 CHICKEN CORP.,,False,"983 willis avenue, suite 101, ALBERTSON, NY, 11507","983 willis avenue, suite 101, ALBERTSON, NY, 11507",,,,True,,service_agent,True,4890 Chicken Corp,4890 Chicken Corp,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,,,4890 CHICKEN CORP.,
"Astoria Chicken, Inc.",,1,Popeyes,1,No,NY,NY,1,(718) 205-6024,8310 Astoria Blvd,,,,,1,ASTORIA CHICKEN CORP.,5215506,Active,DOMESTIC BUSINESS CORPORATION,10/10/2017,New York,LALMIR SULTANZADA,Individual,True,"983 WILLIS AVENUE, SUITE 101, ALBERTSON, NY, 11507","983 WILLIS AVENUE, SUITE 101, ALBERTSON, NY, 11507",,,,True,LALMIR SULTANZADA,owner_operator,True,"Astoria Chicken, Inc.","Astoria Chicken, Inc.",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,LALMIR SULTANZADA,
Bright Venture Groups Llc,,1,Popeyes,1,No,NY,NY,1,(718) 779-7728,4010 82nd St,,,,,1,BRIGHT VENTURE GROUPS LLC,4408370,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/24/2013,New York,BRIGHT VENTURE GROUPS LLC,,False,"40-10 82ND STREET, ELMHURST, NY, 11373","40-10 82ND STREET, ELMHURST, NY, 11373",,,,True,,service_agent,False,Bright Venture Groups Llc,Bright Venture Groups Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,BRIGHT VENTURE GROUPS LLC,
"Elmsford Chicken, Llc.",,1,Popeyes,1,No,NY,NY,1,(603) 782-8596,323 Tarrytown Rd,,,,,1,"ELMSFORD CHICKEN, LLC",5531599,Active,DOMESTIC LIMITED LIABILITY COMPANY,04/10/2019,New York,ASHISH PARIKH,Individual,True,"301 Route 17 North, Suite 802, Rutherford, NJ, 07070","301 Route 17 North, Suite 802, Rutherford, NJ, 07070",,,,True,ASHISH PARIKH,owner_operator,True,"Elmsford Chicken, Llc.","Elmsford Chicken, Llc.",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Westchester,,,ASHISH PARIKH,
"171-50 Northern Chicken, Llc.",,1,Popeyes,1,No,NY,NY,1,845-669-7789,171-50 Northern Blvd,,,,,1,171-50 NORTHERN CHICKEN LLC,5884797,Active,DOMESTIC LIMITED LIABILITY COMPANY,11/24/2020,New York,ALI BUTT,Individual,True,"68 CULVER RD, STE 150, MONMOUTH JCT, NJ, 08852","68 CULVER RD, STE 150, MONMOUTH JCT, NJ, 08852",,,,True,ALI BUTT,owner_operator,True,"171-50 Northern Chicken, Llc.","171-50 Northern Chicken, Llc.",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,ALI BUTT,
70-09 Parsons Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(1929) 344-6607,70-9 Parsons Blvd,,,,,1,70-09 PARSONS CHICKEN LLC,5861160,Active,DOMESTIC LIMITED LIABILITY COMPANY,10/20/2020,New York,ALI BUTT,Individual,True,"120 WINDSOR CENTER DRIVE, 2nd FLOOR, EAST WINDSOR, NJ, 08520","120 WINDSOR CENTER DRIVE, 2nd FLOOR, EAST WINDSOR, NJ, 08520",,,,True,ALI BUTT,owner_operator,True,70-09 Parsons Chicken Llc,70-09 Parsons Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,ALI BUTT,
"Pop Of Roosevelt Field, Inc.",,1,Popeyes,1,No,NY,NY,1,(934) 200-5885,630 Old Country Rd,,,,,1,"POP OF ROOSEVELT FIELD, INC.",6586891,Active,DOMESTIC BUSINESS CORPORATION,09/12/2022,New York,CORPORATION SERVICE COMPANY,,False,"80 STATE ST., ALBANY, NEW YORK, 12207","80 STATE ST., ALBANY, NY, 12207",,,,True,,service_agent,True,"Pop Of Roosevelt Field, Inc.","Pop Of Roosevelt Field, Inc.",1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,,,CORPORATION SERVICE COMPANY,
8324 Woodhaven Chicken Llc.,,1,Popeyes,1,No,NY,NY,1,347-475-0750,8324 Woodhaven Blvd,,,,,1,8324 WOODHAVEN CHICKEN LLC,5885105,Active,DOMESTIC LIMITED LIABILITY COMPANY,11/24/2020,New York,8324 WOODHAVEN CHICKEN LLC,,False,"8324 WOODHAVEN BLVD, GLENDALE, NY, 11385","8324 WOODHAVEN BLVD, GLENDALE, NY, 11385",,,,True,,service_agent,False,8324 Woodhaven Chicken Llc.,8324 Woodhaven Chicken Llc.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,8324 WOODHAVEN CHICKEN LLC,
Haverstraw Chicken Llc,,1,Popeyes,1,No,NY,NY,1,(845) 241-0205,246 - Route 9W,,,,,1,"HAVERSTRAW CHICKEN, LLC",6279673,Active,DOMESTIC LIMITED LIABILITY COMPANY,09/13/2021,New York,ASHISH PARIKH,Individual,True,"301 Route 17 N., Suite 802, The Meadows Office Complex, Rutherford, NJ, 07070","301 Route 17 N., Suite 802, The Meadows Office Complex, Rutherford, NJ, 07070",,,,True,ASHISH PARIKH,owner_operator,True,Haverstraw Chicken Llc,Haverstraw Chicken Llc,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Rockland,,,ASHISH PARIKH,
780 Fulton Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(516) 486-0416,780 Fulton Ave,,,,,1,780 FULTON CHICKEN CORP.,2200076,Active,DOMESTIC BUSINESS CORPORATION,11/18/1997,New York,780 FULTON CHICKEN CORP.,,False,"780 FULTON AVENUE, HEMPSTEAD, NY, 11550","POPEYES, 2730 FREDERICK DOUGLAS BLVD., NEW YORK, NY, 10039","780 FULTON AVENUE, HEMPSTEAD, NY, 11550",,,False,LALMIR SULTANZADA,owner_operator,True,780 Fulton Chicken Corp.,780 Fulton Chicken Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Nassau,LALMIR SULTANZADA,"LALMIR SULTANZADA, MELVILLE, NY, 11747",780 FULTON CHICKEN CORP.,"POPEYES, 2730 FREDERICK DOUGLAS BLVD., NEW YORK, NY, 10039"
Lal Chicken Corp.,,1,Popeyes,1,No,NY,NY,1,(718) 736-8310,20520 Jamaica Ave,,,,,1,LAL CHICKEN CORP.,5414620,Active,DOMESTIC BUSINESS CORPORATION,09/24/2018,New York,LAL CHICKEN CORP.,,False,"218-14 JAMAICA AVENUE, 2ND FL, QUEENS VILLAGE, NY, 11428","218-14 JAMAICA AVENUE, 2ND FL, QUEENS VILLAGE, NY, 11428",,,,True,,service_agent,True,Lal Chicken Corp.,Lal Chicken Corp.,1.000,200.00,,2026-05-06T18:37:24.495258+00:00,,Queens,,,LAL CHICKEN CORP.,
