franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address,entity_type,classification_method,search_target
Larry C Tripplett,,Larry,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Larry C Tripplett McDonald's franchisee CA,,,,,650-326-6090,2401 UNIVERSITY AVE,person,regex,Larry C Tripplett
Anthony N Lardas,,Anthony,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Anthony N Lardas McDonald's franchisee CA,,,,,323-655-6116,6345 WILSHIRE BLVD,person,regex,Anthony N Lardas
Carli M Schrader,,Carli,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Carli M Schrader McDonald's franchisee CA,,,,,209-707-3878,1360 E YOSEMITE AVE,person,regex,Carli M Schrader
Brenda Schmid,,Brenda,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Brenda Schmid McDonald's franchisee CA,,,,,619-223-0557,3805 MIDWAY DR,person,regex,Brenda Schmid
Peter Ou,,Peter,7,McDonald's,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Peter Ou McDonald's franchisee CA,,,,,415-452-8819,1201 OCEAN AVE,person,regex,Peter Ou
Jason Lessnau,,Jason,7,McDonald's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jason Lessnau McDonald's franchisee CO,,,,,303-671-2578,12900 E MISSISSIPPI AVE,person,regex,Jason Lessnau
Sarah K Hill,,Sarah,7,McDonald's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Sarah K Hill McDonald's franchisee CO,,,,,303-466-9764,595 HWY 287,person,regex,Sarah K Hill
Michael S Sandoval,,Michael,7,McDonald's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael S Sandoval McDonald's franchisee CO,,,,,303-288-9418,6050 PARKWAY DRIVE,person,regex,Michael S Sandoval
Kevin T Napier,,Kevin,7,McDonald's,1,No,CO,CO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Kevin T Napier McDonald's franchisee CO,,,,,719-391-1315,105 PLAZA,person,regex,Kevin T Napier
Mark W Furr,,Mark,7,McDonald's,1,No,MD,DC | MD,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Mark W Furr McDonald's franchisee MD,,,,,202-526-2835,2228 NEW YORK AVE NE,person,regex,Mark W Furr
Jacquelyn Paris,,Jacquelyn,7,McDonald's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jacquelyn Paris McDonald's franchisee FL,,,,,352-377-7170,2880 NW 13TH ST,person,regex,Jacquelyn Paris
Jose R Hernandez,,Jose,7,McDonald's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jose R Hernandez McDonald's franchisee FL,,,,,727-863-2248,9441 ST RD 52,person,regex,Jose R Hernandez
Samuel R Houston,,Samuel,7,McDonald's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Samuel R Houston McDonald's franchisee FL,,,,,321-727-1403,25 W HIBISCUS BLVD,person,regex,Samuel R Houston
Wendell C Morgan,,Wendell,7,McDonald's,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Wendell C Morgan McDonald's franchisee GA,,,,,229-896-3034,110 W FOURTH ST,person,regex,Wendell C Morgan
Lauren Mitchell,,Lauren,7,McDonald's,1,No,GA,GA | OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Lauren Mitchell McDonald's franchisee GA,,,,,770-998-7710,2950 HOLCOMB BRIDGE RD,person,regex,Lauren Mitchell
Katherine Booth Morrison,,Katherine,7,McDonald's,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Katherine Booth Morrison McDonald's franchisee GA,,,,,912-265-6640,1821 GLYNN AVE HWY 17,person,regex,Katherine Booth Morrison
Stephanie Bishop,,Stephanie,7,McDonald's,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Stephanie Bishop McDonald's franchisee IL,,,,,618-628-8375,1153 N GREEN MOUNT RD,person,regex,Stephanie Bishop
Nicholas Kory,,Nicholas,7,McDonald's,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Nicholas Kory McDonald's franchisee IL,,,,,630-969-7690,809 PLAINFIELD RD,person,regex,Nicholas Kory
Terry Clark,,Terry,7,McDonald's,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Terry Clark McDonald's franchisee IL,,,,,309-382-1434,1124 WESLEY RD,person,regex,Terry Clark
Robert H Gilstrap,,Robert,7,McDonald's,1,No,MO,IL | MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Robert H Gilstrap McDonald's franchisee MO,,,,,217-222-8191,3201 E BROADWAY,person,regex,Robert H Gilstrap
Jeremy S Hamilton,,Jeremy,7,McDonald's,1,No,OH,IN | OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jeremy S Hamilton McDonald's franchisee OH,,,,,765-478-5170,14243 FRONTAGE RD,person,regex,Jeremy S Hamilton
Blake Kosanovich,,Blake,7,McDonald's,1,No,IN,IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Blake Kosanovich McDonald's franchisee IN,,,,,317-984-3264,1015 S PERU,person,regex,Blake Kosanovich
Peter Wojtowicz,,Peter,7,McDonald's,1,No,IN,IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Peter Wojtowicz McDonald's franchisee IN,,,,,317-888-6258,2524 S COUNTY LINE RD E,person,regex,Peter Wojtowicz
David B Bates,,David,7,McDonald's,1,No,KS,KS,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,David B Bates McDonald's franchisee KS,,,,,913-856-8123,26240 W 174TH ST,person,regex,David B Bates
Michael C Love,,Michael,7,McDonald's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael C Love McDonald's franchisee KY,,,,,270-527-2924,25 COMMERCE BLVD,person,regex,Michael C Love
Kristine Kenworthy,,Kristine,7,McDonald's,1,No,TN,KY | TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Kristine Kenworthy McDonald's franchisee TN,,,,,270-472-0221,104 NOLAN AVE,person,regex,Kristine Kenworthy
Nagendra Jella,,Nagendra,7,McDonald's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Nagendra Jella McDonald's franchisee KY,,,,,502-935-2762,8600 DIXIE HWY,person,regex,Nagendra Jella
Ulric B Peter,,Ulric,7,McDonald's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Ulric B Peter McDonald's franchisee KY,,,,,502-630-2411,11600 BLUE GRASS PKY,person,regex,Ulric B Peter
Estof Ira Jean Salls,,Estof,7,McDonald's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Estof Ira Jean Salls McDonald's franchisee KY,,,,,502-239-8585,5630 BARDSTOWN RD,person,ai,Ira Jean Salls
Christopher Mcenaney,,Christopher,7,McDonald's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Christopher Mcenaney McDonald's franchisee KY,,,,,270-821-8221,1400 N MAIN ST,person,regex,Christopher Mcenaney
Paula L Wright,,Paula,7,McDonald's,1,No,MA,MA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Paula L Wright McDonald's franchisee MA,,,,,978-264-2062,55 GREAT ROAD,person,regex,Paula L Wright
Vern Chin,,Vern,7,McDonald's,1,No,MA,MA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Vern Chin McDonald's franchisee MA,,,,,617-566-4888,350 LONGWOOD AVE (LONGWOOD GALLERIA),person,regex,Vern Chin
Taylor A Goble,,Taylor,7,McDonald's,1,No,ME,ME,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Taylor A Goble McDonald's franchisee ME,,,,,207-324-2177,1008 MAIN ST,person,regex,Taylor A Goble
Terri Marie Beebe,,Terri,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Terri Marie Beebe McDonald's franchisee MI,,,,,989-354-5522,1115 W CHISHOLM,person,regex,Terri Marie Beebe
Monique C Vann,,Monique,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Monique C Vann McDonald's franchisee MI,,,,,734-434-0434,4775 WASHTENAW BLVD,person,regex,Monique C Vann
Gani Bardha,,Gani,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Gani Bardha McDonald's franchisee MI,,,,,248-335-9160,3950 BALDWIN RD,person,regex,Gani Bardha
Jessica Saputo,,Jessica,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jessica Saputo McDonald's franchisee MI,,,,,248-475-1806,3420 E WALTON,person,regex,Jessica Saputo
James A Luth,,James,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,James A Luth McDonald's franchisee MI,,,,,989-269-9331,871 N VAN DYKE,person,regex,James A Luth
Keith A Berg,,Keith,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Keith A Berg McDonald's franchisee MI,,,,,269-964-2486,1695 MICHIGAN AVE,person,regex,Keith A Berg
Michael P Maynard,,Michael,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael P Maynard McDonald's franchisee MI,,,,,269-964-2578,812 W COLUMBIA,person,regex,Michael P Maynard
Travis Van Poppelen,,Travis,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Travis Van Poppelen McDonald's franchisee MI,,,,,989-288-5985,8760 LANSING RD,person,regex,Travis Van Poppelen
Erika Schulz-Rogers,,Erika,7,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Erika Schulz-Rogers McDonald's franchisee MI,,,,,810-385-9080,4155 24TH AVE,person,regex,Erika Schulz-Rogers
Timothy O Baylor,,Timothy,7,McDonald's,1,No,MN,MN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Timothy O Baylor McDonald's franchisee MN,,,,,651-633-1257,1313 W COUNTY ROAD E,person,regex,Timothy O Baylor
Mark J Proctor,,Mark,7,McDonald's,1,No,MO,MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Mark J Proctor McDonald's franchisee MO,,,,,314-832-1869,7259 WATSON RD,person,regex,Mark J Proctor
Melissa Crawshaw,,Melissa,7,McDonald's,1,No,MT,MT,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Melissa Crawshaw McDonald's franchisee MT,,,,,406-563-2218,150 VAN BUREN ST,person,regex,Melissa Crawshaw
Sherman Fan,,Sherman,7,McDonald's,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Sherman Fan McDonald's franchisee NC,,,,,828-651-4467,382 LONG SHOALS RD,person,regex,Sherman Fan
Thomas Smolar,,Thomas,7,McDonald's,1,No,NJ,NJ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Thomas Smolar McDonald's franchisee NJ,,,,,609-298-9802,255 RT 130,person,regex,Thomas Smolar
Theresa M Santoro,,Theresa,7,McDonald's,1,No,NJ,NJ | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Theresa M Santoro McDonald's franchisee NJ,,,,,609-387-9191,615 YORK ST,person,regex,Theresa M Santoro
Brian J. Alves Scari,,Brian,7,McDonald's,1,No,PA,NJ | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Brian J. Alves Scari McDonald's franchisee PA,,,,,973-448-1117,102 US HWY 206,person,regex,Brian J. Alves Scari
Jose Noel De La Riva,,Jose,7,McDonald's,1,No,NM,NM,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jose Noel De La Riva McDonald's franchisee NM,,,,,505-265-4275,925 SAN PEDRO DR NE,person,ai,Jose Noel De La Riva
Colleen M Mclaughlin,,Colleen,7,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Colleen M Mclaughlin McDonald's franchisee NY,,,,,315-488-5459,5288 W GENESEE ST,person,regex,Colleen M Mclaughlin
William R Marcellus,,William,7,McDonald's,1,No,NY,NY | VT,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,William R Marcellus McDonald's franchisee NY,,,,,518-298-3011,1044 RTE 11,person,regex,William R Marcellus
Elisa Castiglione,,Elisa,7,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Elisa Castiglione McDonald's franchisee NY,,,,,516-488-6680,1420 HEMPSTEAD TURNPIKE,person,regex,Elisa Castiglione
William E Galloway,,William,7,McDonald's,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,William E Galloway McDonald's franchisee OH,,,,,440-293-6233,350 E MAIN,person,regex,William E Galloway
Chad M Nemesek,,Chad,7,McDonald's,1,No,WV,OH | WV,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Chad M Nemesek McDonald's franchisee WV,,,,,740-423-0024,1010 WASHINGT ON BLVD,person,regex,Chad M Nemesek
Amy D Ansel,,Amy,7,McDonald's,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Amy D Ansel McDonald's franchisee OH,,,,,740-942-2279,663 LINCOLN AVE,person,regex,Amy D Ansel
Joel A Schmidt,,Joel,7,McDonald's,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Joel A Schmidt McDonald's franchisee OH,,,,,937-278-1707,3918 FREE PIKE,person,regex,Joel A Schmidt
Martha Ball,,Martha,7,McDonald's,1,No,OK,OK,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Martha Ball McDonald's franchisee OK,,,,,580-363-3113,909 N 44TH,person,regex,Martha Ball
Joe Pany,,Joe,7,McDonald's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Joe Pany McDonald's franchisee PA,,,,,610-770-8996,3860 HAMILTON BLVD,person,regex,Joe Pany
Danielle A Dawkins-Alston,,Danielle,7,McDonald's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Danielle A Dawkins-Alston McDonald's franchisee PA,,,,,215-765-2520,2109 N BROAD ST,person,regex,Danielle A Dawkins-Alston
William T Massey,,William,7,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,William T Massey McDonald's franchisee TX,,,,,817-354-5863,2100 CENTRAL PARK BOULEVARD,person,regex,William T Massey
Anna E Oquin,,Anna,7,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Anna E Oquin McDonald's franchisee TX,,,,,361-358-4770,2301 N SAINT MARY,person,regex,Anna E Oquin
Clifton C Johnson,,Clifton,7,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Clifton C Johnson McDonald's franchisee TX,,,,,972-245-2924,2151 N JOSEY LN,person,regex,Clifton C Johnson
Robert Wezeman,,Robert,7,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Robert Wezeman McDonald's franchisee TX,,,,,361-275-9886,104 E BROADWAY ST,person,regex,Robert Wezeman
Laurie Glaser-Swift,,Laurie,7,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Laurie Glaser-Swift McDonald's franchisee TX,,,,,281-493-1882,14450 MEMORIAL DR,person,regex,Laurie Glaser-Swift
Daniel H Jackson,,Daniel,7,McDonald's,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Daniel H Jackson McDonald's franchisee VA,,,,,434-369-5885,404 MAIN ST,person,regex,Daniel H Jackson
Jack D Bewley,,Jack,7,McDonald's,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jack D Bewley McDonald's franchisee WA,,,,,509-697-9787,499 S 1ST ST,person,regex,Jack D Bewley
Christopher Amistoso,,Christopher,7,McDonald's,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Christopher Amistoso McDonald's franchisee WA,,,,,509-328-7716,6321 N MONROE ST,person,regex,Christopher Amistoso
Erik Schroeder,,Erik,7,McDonald's,1,No,WI,WI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Erik Schroeder McDonald's franchisee WI,,,,,414-461-1040,5739 W SILVER SPRING DR,person,regex,Erik Schroeder
"White River Valley Pizza Hut, Ltd.",,White,7,Pizza Hut,1,No,IN,IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"White River Valley Pizza Hut, Ltd. Pizza Hut franchisee IN",,,,,765/789-4200,204 E Walnut Ave,company,regex,"White River Valley Pizza Hut, Ltd."
Mackinaw Food Services Corporation,,Mackinaw,7,Pizza Hut,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Mackinaw Food Services Corporation Pizza Hut franchisee MI,,,,,989/269-2291,790 N Van Dyke,company,regex,Mackinaw Food Services Corporation
Tasty Hut Of Sc Llc,,Tasty,7,Pizza Hut,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Tasty Hut Of Sc Llc Pizza Hut franchisee SC,,,,,864/760-1812,105 Video Warehouse Way,company,regex,Tasty Hut Of Sc Llc
"Triconn, Llc",,"Triconn,",7,Pizza Hut,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Triconn, Llc Pizza Hut franchisee VA",,,,,540/898-8888,10512 Patriot Hwy.,company,regex,"Triconn, Llc"
"Ram-Z Roost, Llc",,Ram-Z,7,Popeyes,1,No,AL,AL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Ram-Z Roost, Llc Popeyes franchisee AL",,,,,(334) 923-1716,461 Western Bypass,company,regex,"Ram-Z Roost, Llc"
Nb Foods Al Ii Llc,Nb Foods Al Ii Llc / Nb Foods Al Llc,Nb,7,Popeyes,1,No,AL,AL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Nb Foods Al Ii Llc Popeyes franchisee AL,,,,,(256) 236-4333,1925 Quintard Ave,company,regex,Nb Foods Al Ii Llc
Qfc Foods Inc Llc,,Qfc,7,Popeyes,1,No,GA,AL | GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Qfc Foods Inc Llc Popeyes franchisee GA,,,,,(334) 408-4833,3540 US HWY 431N,company,regex,Qfc Foods Inc Llc
"Ebi Enterprises, Inc.","Ebi Enterprises, Inc. / Ekin Enterprises, Inc",Ebi,7,Popeyes,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Ebi Enterprises, Inc. Popeyes franchisee CA",,,,,(818) 527-1041,20915 Roscoe Blvd,company,regex,"Ebi Enterprises, Inc."
"Yummi Enterprises, Inc.",,Yummi,7,Popeyes,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Yummi Enterprises, Inc. Popeyes franchisee CA",,,,,(650) 758-4676,990 Serramonte Blvd,company,regex,"Yummi Enterprises, Inc."
"All American Chicken, Llc",,All,7,Popeyes,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"All American Chicken, Llc Popeyes franchisee GA",,,,,(478) 238-1261,501 North Highway 49,company,regex,"All American Chicken, Llc"
