franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address
Ryan D Blumenstock,,Ryan,6,McDonald's,1,No,MO,MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Ryan D Blumenstock McDonald's franchisee MO,,,,,417-326-8844,903 S SPRINGFIELD AVE
Aaron R Weinbaum,,Aaron,6,McDonald's,1,No,MO,MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Aaron R Weinbaum McDonald's franchisee MO,,,,,573-885-4040,301 AARON DR
Janeth A Kirkhuff,,Janeth,6,McDonald's,1,No,MO,MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Janeth A Kirkhuff McDonald's franchisee MO,,,,,573-431-1900,411 N STATE STREET
Christal V Cole,,Christal,6,McDonald's,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Christal V Cole McDonald's franchisee NC,,,,,910-944-7280,1703 NORTH SANDHILLS BLVD
Thomas E Haynie,Thomas E Haynie / Thomas Haynie,Thomas,6,McDonald's,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Thomas E Haynie McDonald's franchisee NC,,,,,919-639-3354,52 S RALEIGH STREET
Teresa W Edwards,,Teresa,6,McDonald's,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Teresa W Edwards McDonald's franchisee NC,,,,,828-884-2244,251 ASHEVILLE HWY
Clarence Kuthan,,Clarence,6,McDonald's,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Clarence Kuthan McDonald's franchisee NC,,,,,704-395-6008,2603 SAM WILSON RD
Martin Ranft,,Martin,6,McDonald's,1,No,NC,NC | SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Martin Ranft McDonald's franchisee NC,,,,,704-523-6334,4440 S TRYON ST
Charles A Reid,,Charles,6,McDonald's,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Charles A Reid McDonald's franchisee NC,,,,,919-220-4074,2010 N ROXBORO ROAD
Matthew Traub,,Matthew,6,McDonald's,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Matthew Traub McDonald's franchisee NC,,,,,252-459-3073,501 W WASHINGTON
Alana Marinello,,Alana,6,McDonald's,1,No,NJ,NJ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Alana Marinello McDonald's franchisee NJ,,,,,732-583-9696,1108 NJ-34
Karen Traa,,Karen,6,McDonald's,1,No,NJ,NJ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Karen Traa McDonald's franchisee NJ,,,,,609-645-2772,551 WHITE HORSE PIKE
Douglas F Damiano,,Douglas,6,McDonald's,1,No,NJ,NJ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Douglas F Damiano McDonald's franchisee NJ,,,,,201-339-3174,157 W 63RD STREET
Matthew Potter,,Matthew,6,McDonald's,1,No,NY,NJ | NY | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Matthew Potter McDonald's franchisee NY,,,,,973-293-3671,13 RT 23 RD
Clementina S Garza,,Clementina,6,McDonald's,1,No,NM,NM,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Clementina S Garza McDonald's franchisee NM,,,,,505-897-4331,5700 MCMAHON BLVD NW
Michael C Lavin,,Michael,6,McDonald's,1,No,NM,NM,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael C Lavin McDonald's franchisee NM,,,,,575-526-4941,2330 E LOHMAN AVE
James B Vance,,James,6,McDonald's,1,No,NV,NV,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,James B Vance McDonald's franchisee NV,,,,,725-772-0636,3452 ST ROSE PKWY
Patricia Navarro-Issel,,Patricia,6,McDonald's,1,No,NV,NV,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Patricia Navarro-Issel McDonald's franchisee NV,,,,,702-434-1831,4934 BOULDER HWY
Jeffrey Byrne,,Jeffrey,6,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jeffrey Byrne McDonald's franchisee NY,,,,,716-832-6221,3540 MAIN ST
Michael A Sullivan,,Michael,6,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael A Sullivan McDonald's franchisee NY,,,,,718-423-1577,203-11 NORTHERN BLVD
Catherine P Perna,,Catherine,6,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Catherine P Perna McDonald's franchisee NY,,,,,718-798-6196,1212 E GUN HILL RD
Warren D Weichbrodt,,Warren,6,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Warren D Weichbrodt McDonald's franchisee NY,,,,,585-865-4851,3700 DEWEY AVENUE
Jaime Liedtke,,Jaime,6,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jaime Liedtke McDonald's franchisee NY,,,,,516-681-2434,280 N BROADWAY
Katie M Blankenship,,Katie,6,McDonald's,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Katie M Blankenship McDonald's franchisee OH,,,,,513-791-5553,7916 MONTGOMERY RD
Brian La Pat,,Brian,6,McDonald's,1,No,OK,OK,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Brian La Pat McDonald's franchisee OK,,,,,580-327-0044,602 OKLAHOMA BLVD
Donald J Santiago,,Donald,6,McDonald's,1,No,OK,OK,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Donald J Santiago McDonald's franchisee OK,,,,,405-495-1002,7010 NW 23RD ST
Robert S Horrocks,,Robert,6,McDonald's,1,No,OK,OK,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Robert S Horrocks McDonald's franchisee OK,,,,,918-225-7515,2230 E MAIN ST
Todd Tobey,,Todd,6,McDonald's,1,No,OR,OR | WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Todd Tobey McDonald's franchisee OR,,,,,503-325-4168,645 MARINE DRIVE
Scott Acarregui,,Scott,6,McDonald's,1,No,OR,OR,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Scott Acarregui McDonald's franchisee OR,,,,,541-389-3665,2048 NE 3RD ST
Lyle Eugene Hill,,Lyle,6,McDonald's,1,No,OR,OR,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Lyle Eugene Hill McDonald's franchisee OR,,,,,541-664-1663,43 S 9TH ST
Jennifer A Steward,,Jennifer,6,McDonald's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jennifer A Steward McDonald's franchisee PA,,,,,717-737-6404,1100 CARLISLE RD
Patricia Stella,,Patricia,6,McDonald's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Patricia Stella McDonald's franchisee PA,,,,,570-287-9654,80 S WYOMING AVE
Sarah B Stafford,,Sarah,6,McDonald's,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Sarah B Stafford McDonald's franchisee SC,,,,,843-852-9615,3951 W ASHLEY CIR (WM #1748)
Willis Langley,,Willis,6,McDonald's,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Willis Langley McDonald's franchisee SC,,,,,803-254-3738,2911 TWO NOTCH RD
Terry Stephenson,,Terry,6,McDonald's,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Terry Stephenson McDonald's franchisee SC,,,,,864-433-8822,1392 E MAIN ST
James L Hernandez,,James,6,McDonald's,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,James L Hernandez McDonald's franchisee SC,,,,,843-669-4012,2016 W PALMETTO
Howard E Larson,,Howard,6,McDonald's,1,No,TN,TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Howard E Larson McDonald's franchisee TN,,,,,931-647-8626,3078 WILMA RUDOLPH BLVD
Justin Israel,,Justin,6,McDonald's,1,No,TN,TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Justin Israel McDonald's franchisee TN,,,,,865-436-4006,1353 PARKWAY EAST
Celia Jairala,,Celia,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Celia Jairala McDonald's franchisee TX,,,,,361-242-9103,11202 LEOPARD ST
Thomas S Hardeman,Thomas R Hardeman / Thomas S Hardeman,Thomas,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Thomas S Hardeman McDonald's franchisee TX,,,,,817-265-9291,2391 N COLLINS
Todd J Grafmiller,,Todd,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Todd J Grafmiller McDonald's franchisee TX,,,,,281-852-1122,6904 FM 1960 E
Martin I Washington,,Martin,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Martin I Washington McDonald's franchisee TX,,,,,512-248-2322,10525 WEST PARMER LANE
Jason Kinney,,Jason,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jason Kinney McDonald's franchisee TX,,,,,512-321-1591,496 HWY 71 W
Hampton Conlan,,Hampton,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Hampton Conlan McDonald's franchisee TX,,,,,325-597-7211,2106 S BRIDGE
Elizabeth Jasper,,Elizabeth,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Elizabeth Jasper McDonald's franchisee TX,,,,,817-295-6373,911 SW WILSHIRE BLVD
Carla J Moore,,Carla,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Carla J Moore McDonald's franchisee TX,,,,,979-732-8293,2421 HWY 71 S
Deanna De La Garza,,Deanna,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Deanna De La Garza McDonald's franchisee TX,,,,,281-758-1934,10912 FRY RD
Lisa Dribben,,Lisa,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Lisa Dribben McDonald's franchisee TX,,,,,214-660-9950,2551 GUS THOMASSON RD
Denise Bentham,,Denise,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Denise Bentham McDonald's franchisee TX,,,,,281-498-8910,10638 W BELLFORT
Stephanie Oliver Parrish,,Stephanie,6,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Stephanie Oliver Parrish McDonald's franchisee TX,,,,,713-742-8868,100 E CROSSTIMBERS
William R Peterson,,William,6,McDonald's,1,No,UT,UT,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,William R Peterson McDonald's franchisee UT,,,,,435-723-3624,902 S MAIN ST
Alex Medeiros,,Alex,6,McDonald's,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Alex Medeiros McDonald's franchisee WA,,,,,253-891-1538,21007 HWY 410
John M Mills,,John,6,McDonald's,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,John M Mills McDonald's franchisee WA,,,,,509-758-9603,350 BRIDGE ST
Alan J Finkelstein,,Alan,6,McDonald's,1,No,WA,WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Alan J Finkelstein McDonald's franchisee WA,,,,,425-392-5674,1305 NW GILMAN BLVD
"Carolina Pizza Company, Inc.",,Carolina,6,Pizza Hut,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Carolina Pizza Company, Inc. Pizza Hut franchisee GA",,,,,706/632-3331,4231 East 1st Street
"Imo Huts, Inc.",,Imo,6,Pizza Hut,1,No,IA,IA | MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Imo Huts, Inc. Pizza Hut franchisee IA",,,,,641/664-2113,103 Smith St
"Rockford Huts, Llc",,Rockford,6,Pizza Hut,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Rockford Huts, Llc Pizza Hut franchisee IL",,,,,815/547-9999,744 Beloit Road
"Captain Development Company, Inc.",,Captain,6,Pizza Hut,1,No,IN,IN | KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Captain Development Company, Inc. Pizza Hut franchisee IN",,,,,765/762-6161,1304 E Main St
Tasty Hut Of Nc Llc,,Tasty,6,Pizza Hut,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Tasty Hut Of Nc Llc Pizza Hut franchisee NC,,,,,336/472-2222,903 Randolph Street
"Carolina Pizza Huts, Inc.(1)","Carolina Pizza Huts, Inc. / Carolina Pizza Huts, Inc.(1)",1,6,Pizza Hut,1,No,NC,NC | SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,1 Pizza Hut franchisee NC,,,,,704/694-9472,1118 E Caswell St.
"Arsh Food, Llc",,Arsh,6,Pizza Hut,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Arsh Food, Llc Pizza Hut franchisee PA",,,,,570/347-5502,331 S Blakely St
"Black Hills Pizza Hut, Inc.",,Black,6,Pizza Hut,1,No,SD,SD,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Black Hills Pizza Hut, Inc. Pizza Hut franchisee SD",,,,,605/892-2671,1824 5th Ave
"Huntsville Ph, Inc.",,Huntsville,6,Pizza Hut,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Huntsville Ph, Inc. Pizza Hut franchisee TX",,,,,979/353-1383,1504 S Day St
"Sps Foods, Llc",,Sps,6,Pizza Hut,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Sps Foods, Llc Pizza Hut franchisee TX",,,,,972/414-3606,6850 N Shiloh Rd Suite I
Brookshire Grocery Company,,Brookshire,6,Pizza Hut,1,No,LA,LA | TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Brookshire Grocery Company Pizza Hut franchisee LA,,,,,903/534-3273,215 West Willow Street
"Cajun Capital Ssc, Inc.",,Cajun,6,Popeyes,1,No,AL,AL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Cajun Capital Ssc, Inc. Popeyes franchisee AL",,,,,(334) 245-8394,955 W South Blvd
Homail Inc.,,Homail,6,Popeyes,1,No,AR,AR,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Homail Inc. Popeyes franchisee AR,,,,,(501) 481-8163,2810 N. Reynolds Road
"Nb Foods Ky, Llc","Nb Foods Ii Llc / Nb Foods Ky, Llc",Nb,6,Popeyes,1,No,KY,AR | KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Nb Foods Ky, Llc Popeyes franchisee KY",,,,,(870) 576-4628,2001 W. Kingshighway
"Tri Valley Food Services, Inc.",,Tri,6,Popeyes,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Tri Valley Food Services, Inc. Popeyes franchisee CA",,,,,(925) 803-1320,7122 Regional St
Ap Illinois Management Llc,,Ap,6,Popeyes,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Ap Illinois Management Llc Popeyes franchisee IL,,,,,(708) 484-2737,6935 Cermak Rd
Dnd South Inc.,,Dnd,6,Zaxby's,1,No,AR,AR,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Dnd South Inc. Zaxby's franchisee AR,,,,,(501) 794-2220,20680 1-30 North
"Zaxbax Ocala, Llc",,Zaxbax,6,Zaxby's,1,No,FL,FL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Zaxbax Ocala, Llc Zaxby's franchisee FL",,,,,(352) 861-9234,2900 SW 27th Ave.
"V & V Foods, Llc.","V & V Foods, Llc / V & V Foods, Llc. / V&V Foods, Llc",V,6,Zaxby's,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"V & V Foods, Llc. Zaxby's franchisee GA",,,,,(404) 250-7656,4388 Roswell Rd. NE
"Chicken Coup Iii, Llc","Chicken Coup Ii, Llc / Chicken Coup Iii, Llc / Chicken Coup Iv, Llc / Chicken Coup V, Llc / Chicken Coup Vi, Llc / Chicken Coup, Llc",Chicken,6,Zaxby's,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Chicken Coup Iii, Llc Zaxby's franchisee GA",,,,,(770) 451-6447,4906 Peachtree Blvd.
"Dublin Food, Inc.",,Dublin,6,Zaxby's,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Dublin Food, Inc. Zaxby's franchisee GA",,,,,(706) 219-4746,217 S. Main St.
"Ssr Dekalb, Llc",,Ssr,6,Zaxby's,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Ssr Dekalb, Llc Zaxby's franchisee GA",,,,,(470) 412-0952,4805 Flat Shoals Pkwy.
"Credit To Ctc Ky, Llc","Credit To Ctc Ky Llc / Credit To Ctc Ky, Llc",Credit,6,Zaxby's,1,No,KY,KY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Credit To Ctc Ky, Llc Zaxby's franchisee KY",,,,,(502) 370-4066,1133 Lexington Rd.
"Heartland Apple Jacksonville, L.L.C.","Heartland Apple Galesburg, L.L.C. / Heartland Apple Jacksonville, L.L.C. / Heartland Apple Pekin, L.L.C. / Heartland Apple Quincy, L.L.C. / Heartland Apple Savoy, L.L.C.",Heartland,5,Applebee's,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Heartland Apple Jacksonville, L.L.C. Applebee's franchisee IL",,,,,(309) 353-3988,3540 Court Street
"Apple Tla, Llc","Apple Clk, Llc / Apple Col, Llc / Apple Dxn, Llc / Apple Mcm, Llc / Apple Tla, Llc",Apple,5,Applebee's,1,No,TN,TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Apple Tla, Llc Applebee's franchisee TN",,,,,(931) 393-2270,1957 N Jackson Street
"Damaraya, Lp","Damaraya, Lp / Darayama, Lp / Maradaya, Lp","Damaraya,",5,Applebee's | IHOP,2,Yes,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Damaraya, Lp Applebee's franchisee TX",,,,,(210) 675-7775,1500 SW Loop 410
"Chkb, Llc",,"Chkb,",5,Bojangles,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Chkb, Llc Bojangles franchisee GA",,,,,770-974-8365,5010 Cherokee Street
"Threeone Corporations, Llc","Threeone At, Llc / Threeone Corporation, Llc / Threeone Corporations, Llc",Threeone,5,Bojangles,1,No,GA,GA | NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Threeone Corporations, Llc Bojangles franchisee GA",,,,,706-722-1380,1457 Walton Way
Campbo,,Campbo,5,Bojangles,1,No,SC,SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Campbo Bojangles franchisee SC,,,,,843-479-1500,1114 Cottingham Boulevard North
